# step,rank,entropy,components,curvature,nabla_t
115.000000,9.000000,2.136781,1.000000,75887182617637.625000,170014345654.703186
116.000000,9.000000,2.140802,1.000000,1116154578208727.250000,2620055895745.560547
117.000000,10.000000,2.143695,1.000000,16417196316714036.000000,40029890154288.937500
118.000000,10.000000,2.146198,1.000000,241474020551904544.000000,606540733886589.500000
119.000000,10.000000,2.148087,1.000000,3551634599687462912.000000,9138032308986472.000000
120.000000,10.000000,2.149633,1.000000,52235666875160428544.000000,136995495224359776.000000
121.000000,11.000000,2.150831,1.000000,768219975884956237824.000000,2046215921953306112.000000
122.000000,12.000000,2.151796,1.000000,11297541071199763693568.000000,30469421864123928576.000000
123.000000,12.000000,2.152556,1.000000,166135956325889187250176.000000,452619591681794572288.000000
124.000000,13.000000,2.153167,1.000000,2443017701672841757327360.000000,6710419576894457380864.000000
125.000000,13.000000,2.153655,1.000000,35923194106018241768849408.000000,99330971736823522394112.000000
126.000000,13.000000,2.154047,1.000000,528214892136062161269030912.000000,1468470070372486183124992.000000
127.000000,14.000000,2.154362,1.000000,7766682945481134184754839552.000000,21686927354167749555257344.000000
128.000000,15.000000,2.154617,1.000000,114196139758298975421868277760.000000,320012418456931438780481536.000000
129.000000,15.000000,2.154823,1.000000,1679034612431729780484760141824.000000,4718894958929010114693169152.000000
130.000000,15.000000,2.154990,1.000000,24686613398681360055188955594752.000000,69546186504157275581126279168.000000
131.000000,16.000000,2.155125,1.000000,362959443346480995050438447333376.000000,1024497107732429433661229629440.000000
132.000000,16.000000,2.155235,1.000000,5336423768704228438449702123339776.000000,15086509128588570548418054717440.000000
133.000000,16.000000,2.155324,1.000000,78458302278018694431581427430588416.000000,222094049098887731783036013903872.000000
134.000000,16.000000,2.155397,1.000000,1153518395863247342857406869776891904.000000,3268731014608190711898005158494208.000000
135.000000,16.000000,2.155456,1.000000,16959291027590867184207986834062442496.000000,48098893058968419175072947144491008.000000
136.000000,16.000000,2.155504,1.000000,249338215719962193158612842954258120704.000000,707653262471124438339927333561958400.000000
137.000000,16.000000,2.155543,1.000000,3665796472090330014272713593504118341632.000000,10409945205213217526273651227205042176.000000
138.000000,16.000000,2.155575,1.000000,53894754139179197094918732388707359260672.000000,153119125221819219906030928740422254592.000000
139.000000,16.000000,2.155602,1.000000,792361800929328217348415822133912601100288.000000,2252019369824530793210328161940165099520.000000
140.000000,16.000000,2.155623,1.000000,11649295342212691497423278569549156008853504.000000,33119481029186015802654629823035230650368.000000
141.000000,16.000000,2.155640,1.000000,171267530932263548134954622577884263459323904.000000,487045329293269642040357073346608188358656.000000
142.000000,16.000000,2.155655,1.000000,2517965690410028757601683852030597149201793024.000000,7162001141249881027709825959229282920169472.000000
143.000000,16.000000,2.155666,1.000000,37018948689641902479193210490227290206214553600.000000,105313090150684107374175395257015294110990336.000000
144.000000,16.000000,2.155676,1.000000,544249383819349431555192572574352306726017957888.000000,1548518564171938355113164401330594825002549248.000000
145.000000,16.000000,2.155683,1.000000,8001501255047842921836346095309683892469496807424.000000,22768746150570177268831873670787724562785107968.000000
146.000000,16.000000,2.155690,1.000000,117637215691698457973866505967708524582076277587968.000000,334774627107427258366859105294511123528096415744.000000
147.000000,16.000000,2.155695,1.000000,1729488876604651025415062027495133111482613472690176.000000,4922190022567121630311801899714424035370489348096.000000
148.000000,16.000000,2.155699,1.000000,25426736790967029716798495937675900485788061931667456.000000,72369908910189246524109003689159303750258482216960.000000
149.000000,16.000000,2.155702,1.000000,373820688331898973197450966563070316552346742135193600.000000,1064026929562799208576102025145845771563954832670720.000000
